TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,conf_A10,conf_ACC,conf_AE,conf_ASun,conf_Amer,conf_B10,conf_B12,conf_BE,conf_BSky,conf_BSth,conf_BW,conf_CAA,conf_CUSA,conf_Horz,conf_Ivy,conf_MAAC,conf_MAC,conf_MEAC,conf_MVC,conf_MWC,conf_NEC,conf_OVC,conf_P12,conf_Pat,conf_SB,conf_SC,conf_SEC,conf_SWAC,conf_Slnd,conf_Sum,conf_WAC,conf_WCC,OFF_DEF_RATIO,EFFICIENCY_GROUP,LOG_GAMES
Connecticut,36,0.5,0.5168831168831169,0.29746835443038,0.8732,51.5,44.5,16.3,18.2,28.6,29.1,29.6,35.4,49.9,42.0,36.5,32.6,66.9,1.2,R32,9.0,2016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.7376070737772853,Medium,3.6109179126442243
Cincinnati,36,0.6923076923076924,0.638961038961039,0.2563291139240502,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,R32,6.0,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.4927368927368967,High,3.6109179126442243
Cincinnati,36,0.7307692307692307,0.5454545454545454,0.1170886075949368,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,R32,2.0,2018,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.658476658476654,Medium,3.6109179126442243
Houston,35,0.576923076923077,0.6285714285714286,0.3132911392405066,0.9097,53.3,45.5,17.5,19.1,33.8,25.8,32.6,41.6,50.5,43.8,38.7,32.3,69.4,2.4,R32,6.0,2018,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0063492063492046,High,3.58351893845611
UCF,33,0.4615384615384615,0.5740259740259743,0.2943037974683542,0.898,52.9,45.4,17.6,18.0,29.5,29.6,45.3,29.2,52.0,44.5,36.5,31.3,66.4,2.0,R32,9.0,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9504538472280433,Medium,3.5263605246161616
Iowa,34,0.3846153846153847,0.6077922077922078,0.2531645569620253,0.9211,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,47.3,43.7,33.3,32.6,64.6,2.1,R32,7.0,2015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.400779220779221,High,3.5553480614894135
Maryland,35,0.6153846153846155,0.5090909090909093,0.3164556962025315,0.8619,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,48.0,44.1,37.6,31.8,64.5,6.9,R32,4.0,2015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.608727272727274,Medium,3.58351893845611
Ohio St.,35,0.4615384615384615,0.6051948051948055,0.2879746835443035,0.9104,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,53.6,45.2,37.0,32.2,66.3,2.5,R32,10.0,2015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.101555587269876,High,3.58351893845611
Iowa,33,0.3846153846153847,0.6181818181818186,0.3734177215189871,0.8853,51.3,48.0,14.8,18.8,31.9,31.3,33.0,25.0,48.7,48.7,37.4,31.3,69.8,2.0,R32,7.0,2016,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.6554699537750406,High,3.5263605246161616
Michigan St.,35,0.3076923076923077,0.5454545454545454,0.3449367088607595,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,R32,9.0,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.581317764804003,Medium,3.58351893845611
Northwestern,36,0.4615384615384615,0.535064935064935,0.3544303797468355,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,R32,8.0,2017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5096474953617807,Medium,3.6109179126442243
Michigan St.,35,0.6923076923076924,0.7350649350649352,0.3259493670886075,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,R32,3.0,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2551506745681515,High,3.58351893845611
Ohio St.,34,0.5,0.6597402597402597,0.3259493670886075,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,R32,5.0,2018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0240574959021567,High,3.5553480614894135
Iowa,35,0.4230769230769231,0.6623376623376624,0.5253164556962022,0.8385,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,70.9,3.2,R32,10.0,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2608355499921775,High,3.58351893845611
Maryland,34,0.4230769230769231,0.5454545454545454,0.2943037974683542,0.8875,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,67.7,4.2,R32,6.0,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8533724340175965,Medium,3.5553480614894135
Minnesota,36,0.3846153846153847,0.5142857142857147,0.3892405063291138,0.8284,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34.0,68.8,2.7,R32,10.0,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3212543554006984,Medium,3.6109179126442243
Ohio St.,35,0.3076923076923077,0.4467532467532469,0.3101265822784809,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,R32,11.0,2019,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4405512854492457,Medium,3.58351893845611
Kansas,36,0.576923076923077,0.5974025974025974,0.2088607594936706,0.9308,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,46.4,43.4,37.9,31.5,67.2,9.0,R32,2.0,2015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.8602912239275913,Medium,3.6109179126442243
Iowa St.,35,0.4615384615384615,0.7636363636363637,0.3860759493670889,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,R32,5.0,2017,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.977943368107301,High,3.58351893845611
Baylor,34,0.3076923076923077,0.6233766233766231,0.4810126582278484,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,R32,9.0,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2959671907040315,High,3.5553480614894135
Kansas,36,0.5384615384615384,0.5792207792207793,0.2658227848101266,0.9092,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46.0,35.0,33.6,71.5,8.3,R32,4.0,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.178973407544836,Medium,3.6109179126442243
Oklahoma,34,0.3076923076923077,0.5168831168831169,0.2879746835443035,0.878,50.4,47.5,17.0,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,70.3,2.5,R32,9.0,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.794890823462254,Medium,3.5553480614894135
Butler,34,0.4230769230769231,0.464935064935065,0.1455696202531644,0.9115,48.4,46.7,17.0,19.5,34.7,25.3,40.8,33.4,46.3,47.1,35.6,30.7,63.9,3.5,R32,6.0,2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.1939017504234934,Medium,3.5553480614894135
Georgetown,33,0.3846153846153847,0.5714285714285712,0.3006329113924049,0.8945,51.3,47.1,19.2,20.2,34.3,31.0,43.9,44.1,50.5,43.1,35.3,36.2,64.6,3.7,R32,4.0,2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.9007518796992484,Medium,3.5263605246161616
Villanova,36,0.8076923076923078,0.8129870129870134,0.2246835443037973,0.9663,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,53.0,45.3,38.9,30.5,64.7,11.3,R32,1.0,2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.618364733857696,High,3.6109179126442243
Butler,33,0.3846153846153847,0.7168831168831171,0.462025316455696,0.8899,52.6,49.7,14.5,18.6,32.2,27.5,39.3,35.8,49.9,49.1,39.3,33.8,69.2,2.0,R32,9.0,2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5516100338018157,High,3.5263605246161616
Providence,35,0.4615384615384615,0.4701298701298704,0.3607594936708862,0.8193,48.0,49.3,16.1,20.6,30.4,30.3,37.3,28.0,48.0,49.8,32.1,32.3,69.3,3.4,R32,9.0,2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3031670084301665,Medium,3.58351893845611
Xavier,34,0.6153846153846155,0.6857142857142859,0.3259493670886075,0.9229,51.4,47.8,17.4,19.3,35.2,26.0,41.7,33.6,49.8,48.6,36.3,31.1,72.4,7.7,R32,2.0,2016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.1037447988904314,High,3.5553480614894135
Villanova,36,0.7692307692307693,0.820779220779221,0.268987341772152,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1.0,2017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.051367456073338,High,3.6109179126442243
Butler,35,0.3461538461538461,0.6623376623376624,0.3575949367088609,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,R32,10.0,2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8522008964486838,High,3.58351893845611
Seton Hall,34,0.3846153846153847,0.7064935064935063,0.4493670886075951,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,R32,8.0,2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5721968172672387,High,3.5553480614894135
Xavier,35,0.6538461538461539,0.7870129870129872,0.4335443037974684,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,R32,1.0,2018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8153000284387149,High,3.58351893845611
Villanova,36,0.5384615384615384,0.6233766233766231,0.4715189873417724,0.8448,53.2,50.4,16.9,18.0,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,R32,6.0,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3220604898457236,High,3.6109179126442243
Liberty,33,0.6538461538461539,0.483116883116883,0.4936708860759493,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,R32,12.0,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9786213786213785,Medium,3.5263605246161616
Hawaii,32,0.5384615384615384,0.4233766233766234,0.3481012658227849,0.7945,51.9,44.9,18.1,19.8,30.4,26.4,45.4,40.2,54.1,44.8,32.2,30.0,71.4,0.8,R32,13.0,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2162455726092087,Medium,3.4965075614664802
UC Irvine,36,0.7307692307692307,0.4311688311688311,0.4303797468354431,0.7458,51.3,44.1,17.5,16.7,33.7,27.0,28.7,33.0,50.1,40.7,35.9,33.9,66.6,0.7,R32,13.0,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0018334606569896,Medium,3.6109179126442243
UAB,35,0.2692307692307693,0.3142857142857145,0.509493670886076,0.5721,47.6,47.6,20.1,19.7,34.2,33.1,35.7,33.6,46.6,47.4,33.2,31.9,65.3,-7.5,R32,14.0,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6168589174800359,Medium,3.58351893845611
Middle Tennessee,33,0.4230769230769231,0.3454545454545457,0.490506329113924,0.6224,51.7,49.4,17.1,19.4,28.7,25.7,34.9,42.4,47.8,48.0,39.2,34.7,68.5,-3.2,R32,15.0,2016,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7042815249266867,Medium,3.5263605246161616
Middle Tennessee,35,0.7307692307692307,0.535064935064935,0.3987341772151898,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,R32,12.0,2017,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3419088847660279,Medium,3.58351893845611
Marshall,35,0.5,0.4727272727272726,0.5854430379746836,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,R32,13.0,2018,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8074692874692873,Medium,3.58351893845611
Yale,29,0.3846153846153847,0.4805194805194803,0.3670886075949364,0.8209,52.2,46.7,19.9,17.8,39.3,24.3,41.7,33.3,51.4,45.5,36.0,32.7,66.8,-0.1,R32,12.0,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3090013434841026,Medium,3.4011973816621555
Buffalo,35,0.576923076923077,0.6207792207792209,0.5917721518987342,0.7761,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,73.8,-1.3,R32,13.0,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0490172928675603,High,3.58351893845611
Buffalo,35,0.7692307692307693,0.5974025974025974,0.3575949367088609,0.8819,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,R32,6.0,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.67061257326744,Medium,3.58351893845611
Northern Iowa,35,0.7307692307692307,0.6441558441558444,0.2848101265822786,0.9228,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,53.3,44.0,39.8,32.1,58.5,5.3,R32,5.0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.2617027417027415,High,3.58351893845611
Northern Iowa,35,0.3846153846153847,0.4961038961038961,0.4018987341772151,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,63.7,-2.1,R32,11.0,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2344002454238676,Medium,3.58351893845611
